Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1993","1993","ha","9490","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1993","1993","kg/ha","34151.7","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1994","1994","ha","9100","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1994","1994","kg/ha","33274.7","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1995","1995","ha","7900","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1995","1995","kg/ha","36075.9","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1996","1996","ha","10500","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1996","1996","kg/ha","31314.3","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1997","1997","ha","9300","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1997","1997","kg/ha","33784.9","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1998","1998","ha","8500","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1998","1998","kg/ha","33411.8","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1999","1999","ha","8700","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1999","1999","kg/ha","33471.3","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","2000","2000","ha","8645","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","2000","2000","kg/ha","31717.8","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","2001","2001","ha","8224","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","2001","2001","kg/ha","30277.2","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","2002","2002","ha","8100","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","2002","2002","kg/ha","31481.5","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","2003","2003","ha","8000","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","2003","2003","kg/ha","35187.5","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","2004","2004","ha","7781","I","Imputed value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","2004","2004","kg/ha","36307.3","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","2005","2005","ha","7228","I","Imputed value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","2005","2005","kg/ha","37077.9","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","2006","2006","ha","7500","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","2006","2006","kg/ha","35866.7","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","2007","2007","ha","5200","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","2007","2007","kg/ha","55576.9","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","2008","2008","ha","5100","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","2008","2008","kg/ha","60392.2","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","2009","2009","ha","4900","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","2009","2009","kg/ha","57449","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","2010","2010","ha","4700","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","2010","2010","kg/ha","58936.2","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","2011","2011","ha","4600","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","2011","2011","kg/ha","56087","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","2012","2012","ha","5876","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","2012","2012","kg/ha","42273.7","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","2013","2013","ha","6530","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","2013","2013","kg/ha","42220.5","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","2014","2014","ha","6002","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","2014","2014","kg/ha","45768.1","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","2015","2015","ha","5937","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","2015","2015","kg/ha","45460.7","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","2016","2016","ha","5934","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","2016","2016","kg/ha","41371.8","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","2017","2017","ha","6169","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","2017","2017","kg/ha","44042.8","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","2018","2018","ha","5900","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","2018","2018","kg/ha","35598.3","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","2019","2019","ha","6090","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","2019","2019","kg/ha","40277.5","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","2020","2020","ha","6280","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","2020","2020","kg/ha","39286.6","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","2021","2021","ha","6200","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","2021","2021","kg/ha","37398.4","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","2022","2022","ha","6140","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","2022","2022","kg/ha","38674.3","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","2023","2023","ha","5740","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","2023","2023","kg/ha","45254.4","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01195","Canary seed","1961","1961","ha","1078","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01195","Canary seed","1961","1961","kg/ha","2134.5","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01195","Canary seed","1962","1962","ha","2505","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01195","Canary seed","1962","1962","kg/ha","2291.8","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01195","Canary seed","1963","1963","ha","631","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01195","Canary seed","1963","1963","kg/ha","2077.7","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01195","Canary seed","1964","1964","ha","188","A","Official figure",""
